rollout_id,run_id,model_variant,task_index,task_name,task_instruction,trial_index,initial_state_id,rollout_seed,success,timeout,termination_reason,episode_steps,steps_to_success,episode_time_seconds,inference_calls,actions_generated,actions_executed,replan_count,avg_inference_latency_ms,p95_inference_latency_ms,avg_end_to_end_latency_ms,p95_end_to_end_latency_ms,control_frequency_hz,peak_vram_allocated_gb,peak_vram_reserved_gb,invalid_action_count,automatic_failure_reason,failure_detail,manual_failure_reason,manual_failure_note,video_path,started_at,finished_at
task_00_trial_010,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,10,10,52,False,True,timeout,520,,83.188527,520,520,520,519,122.86681719840719,123.97664207965136,154.81878012562026,157.25670959800482,6.459164703329907,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_010.mp4,2026-07-11T04:11:11.574704+00:00,2026-07-11T04:12:34.764138+00:00
task_00_trial_011,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,11,11,53,False,True,timeout,520,,83.28506,520,520,520,519,122.94619046151638,124.23379179090261,154.999133794067,158.4880881011486,6.451648957784547,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_011.mp4,2026-07-11T04:12:34.766977+00:00,2026-07-11T04:13:58.052804+00:00
task_00_trial_012,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,12,12,54,False,True,timeout,520,,83.182995,520,520,520,519,122.66262215203963,123.87330383062363,154.76339263125107,157.56325535476208,6.461476341389481,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_012.mp4,2026-07-11T04:13:58.055432+00:00,2026-07-11T04:15:21.239224+00:00
task_00_trial_013,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,13,13,55,False,True,timeout,520,,83.289185,520,520,520,519,122.65969191033106,123.25452398508787,154.98929954348847,156.85400906950235,6.452058322383797,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_013.mp4,2026-07-11T04:15:21.242295+00:00,2026-07-11T04:16:44.532262+00:00
task_00_trial_014,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,14,14,56,False,True,timeout,520,,83.554005,520,520,520,519,122.87619493615169,123.90312794595957,155.31959601033194,158.187803812325,6.438337632126467,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_014.mp4,2026-07-11T04:16:44.534968+00:00,2026-07-11T04:18:08.089807+00:00
task_00_trial_015,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,15,15,57,False,True,timeout,520,,83.116924,520,520,520,519,122.62277152532569,123.48426152020693,154.67606126688995,156.41334988176823,6.465124543574479,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_015.mp4,2026-07-11T04:18:08.092353+00:00,2026-07-11T04:19:31.210065+00:00
task_00_trial_016,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,16,16,58,False,True,timeout,520,,83.198526,520,520,520,519,122.8014723970913,123.43418188393116,154.83958114368411,156.38274364173412,6.458296984619491,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_016.mp4,2026-07-11T04:19:31.213460+00:00,2026-07-11T04:20:54.412810+00:00
task_00_trial_017,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,17,17,59,False,True,timeout,520,,83.019796,520,520,520,519,122.61783515031522,123.57462402433157,154.3868806786262,156.30110818892717,6.477234306466839,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_017.mp4,2026-07-11T04:20:54.416294+00:00,2026-07-11T04:22:17.436929+00:00
task_00_trial_018,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,18,18,60,False,True,timeout,520,,84.052449,520,520,520,519,122.69185616706426,123.72109144926071,156.3501301794671,158.52828938513994,6.395901294435419,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_018.mp4,2026-07-11T04:22:17.440134+00:00,2026-07-11T04:23:41.493516+00:00
task_00_trial_019,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,19,19,61,False,True,timeout,520,,83.325516,520,520,520,519,122.8846626714445,123.94454665482044,155.0167228596715,157.6608069241047,6.450916917558937,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_019.mp4,2026-07-11T04:23:41.496687+00:00,2026-07-11T04:25:04.822997+00:00
task_00_trial_020,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,20,20,62,False,True,timeout,520,,83.447349,520,520,520,519,122.89985277904914,124.36764165759087,155.24409029346245,158.8175030425191,6.441469031830266,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_020.mp4,2026-07-11T04:25:04.826144+00:00,2026-07-11T04:26:28.274344+00:00
task_00_trial_021,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,21,21,63,False,True,timeout,520,,83.177368,520,520,520,519,122.78244913770602,123.20230044424534,154.67971339821815,155.9582408517599,6.464971895994731,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_021.mp4,2026-07-11T04:26:28.277765+00:00,2026-07-11T04:27:51.455919+00:00
task_00_trial_022,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,22,22,64,False,True,timeout,520,,83.303291,520,520,520,519,122.8623402878069,124.0180941298604,155.0082381026676,157.82476421445605,6.451270024356148,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_022.mp4,2026-07-11T04:27:51.458419+00:00,2026-07-11T04:29:14.762560+00:00
task_00_trial_023,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,23,23,65,False,True,timeout,520,,83.141456,520,520,520,519,122.74103888238852,123.35121911019087,154.73616966404595,156.35058656334877,6.462613118646669,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_023.mp4,2026-07-11T04:29:14.765274+00:00,2026-07-11T04:30:37.907537+00:00
task_00_trial_024,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,24,24,66,False,True,timeout,520,,83.114129,520,520,520,519,122.67808456403705,123.65225460380316,154.64108966720792,156.6431486979127,6.466586611307698,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_024.mp4,2026-07-11T04:30:37.910664+00:00,2026-07-11T04:32:01.025598+00:00
task_00_trial_025,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,25,25,67,False,True,timeout,520,,83.332056,520,520,520,519,122.96682010189845,124.97899290174246,154.92429299853168,158.25833845883608,6.454765619033534,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_025.mp4,2026-07-11T04:32:01.028388+00:00,2026-07-11T04:33:24.361355+00:00
task_00_trial_026,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,26,26,68,False,True,timeout,520,,83.183955,520,520,520,519,122.72713737419018,123.59392885118723,154.75435281315674,156.65953513234854,6.461853781956969,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_026.mp4,2026-07-11T04:33:24.364697+00:00,2026-07-11T04:34:47.549445+00:00
task_00_trial_027,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,27,27,69,False,True,timeout,520,,83.301963,520,520,520,519,123.00671258798012,123.69145061820745,154.9865760338994,156.85230642557144,6.452171701510943,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_027.mp4,2026-07-11T04:34:47.552174+00:00,2026-07-11T04:36:10.854949+00:00
task_00_trial_028,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,28,28,70,False,True,timeout,520,,83.549146,520,520,520,519,123.2494255527854,124.3888083845377,155.45706887227985,157.51401875168085,6.432644120040487,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_028.mp4,2026-07-11T04:36:10.858088+00:00,2026-07-11T04:37:34.408039+00:00
task_00_trial_029,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,29,29,71,False,True,timeout,520,,84.660411,520,520,520,519,123.60836061863945,124.34440050274134,157.50830484410892,159.39091723412275,6.348871578484274,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_029.mp4,2026-07-11T04:37:34.411004+00:00,2026-07-11T04:38:59.072331+00:00
task_00_trial_030,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,30,30,72,False,True,timeout,520,,83.553161,520,520,520,519,123.21401741355658,123.79609644412994,155.48167990234035,156.7074205726385,6.431625903631286,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_030.mp4,2026-07-11T04:38:59.075759+00:00,2026-07-11T04:40:22.629744+00:00
task_00_trial_031,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,31,31,73,False,True,timeout,520,,84.454903,520,520,520,519,123.15631546796514,124.31729417294264,157.18644611680736,160.00315453857183,6.361871679806836,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_031.mp4,2026-07-11T04:40:22.632596+00:00,2026-07-11T04:41:47.088424+00:00
task_00_trial_032,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,32,32,74,False,True,timeout,520,,83.539676,520,520,520,519,123.43568241653534,124.18022882193327,155.3641807789413,156.94836881011724,6.436490026120256,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_032.mp4,2026-07-11T04:41:47.096982+00:00,2026-07-11T04:43:10.637485+00:00
task_00_trial_033,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,33,33,75,False,True,timeout,520,,84.228921,520,520,520,519,123.377189391221,124.15207754820585,156.74460681441886,159.9543459713459,6.379804832353635,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_033.mp4,2026-07-11T04:43:10.640636+00:00,2026-07-11T04:44:34.870368+00:00
task_00_trial_034,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,34,34,76,False,True,timeout,520,,83.47556,520,520,520,519,122.98915537360769,126.09126940369606,155.31451829637473,158.89769420027733,6.4385481213789495,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_034.mp4,2026-07-11T04:44:34.873402+00:00,2026-07-11T04:45:58.349785+00:00
task_00_trial_035,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,35,35,77,False,True,timeout,520,,84.135364,520,520,520,519,123.06071690355355,124.3634756654501,156.52637923709474,159.13357622921467,6.388699495088128,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_035.mp4,2026-07-11T04:45:58.352849+00:00,2026-07-11T04:47:22.489135+00:00
task_00_trial_036,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,36,36,78,False,True,timeout,520,,83.281958,520,520,520,519,123.0043905428969,124.13043454289436,154.9739812500775,157.28243794292212,6.45269607151878,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_036.mp4,2026-07-11T04:47:22.492119+00:00,2026-07-11T04:48:45.775040+00:00
task_00_trial_037,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,37,37,79,False,True,timeout,520,,84.843561,520,520,520,519,123.24281788359468,124.80738218873739,157.86465423611494,162.04897593706846,6.334540210022697,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_037.mp4,2026-07-11T04:48:45.778149+00:00,2026-07-11T04:50:10.622519+00:00
task_00_trial_038,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,38,38,80,False,True,timeout,520,,83.290939,520,520,520,519,123.0161174487036,124.37184359878302,154.91066264131894,157.78062157332897,6.455333564193744,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_038.mp4,2026-07-11T04:50:10.625367+00:00,2026-07-11T04:51:33.917131+00:00
task_00_trial_039,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,39,39,81,False,True,timeout,520,,83.448848,520,520,520,519,123.15947689259282,123.84752221405506,155.11620245300807,156.38125613331795,6.446779795959397,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_039.mp4,2026-07-11T04:51:33.920267+00:00,2026-07-11T04:52:57.369926+00:00
task_00_trial_040,df_05_01_lora_onestepce_libero10_seed42_best_step10000,DF-04-02 LoRA Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,40,40,82,False,True,timeout,520,,83.780703,520,520,520,519,123.55478330730246,124.13632292300463,155.90365648699495,157.40811098366976,6.41421774532541,14.849611282348633,15.05859375,0,timeout,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-01 Lora_Batch12/output/videos/task_00_trial_040.mp4,2026-07-11T04:52:57.372627+00:00,2026-07-11T04:54:21.154186+00:00
