rollout_id,run_id,model_variant,task_index,task_name,task_instruction,trial_index,initial_state_id,rollout_seed,success,timeout,termination_reason,episode_steps,steps_to_success,episode_time_seconds,inference_calls,actions_generated,actions_executed,replan_count,avg_inference_latency_ms,p95_inference_latency_ms,avg_amortized_inference_ms_per_action,avg_environment_step_latency_ms,p95_environment_step_latency_ms,avg_end_to_end_latency_ms,p95_end_to_end_latency_ms,avg_amortized_end_to_end_ms_per_action,control_frequency_hz,peak_vram_allocated_gb,peak_vram_reserved_gb,invalid_action_count,zero_equivalent_arm_action_count,zero_equivalent_full_noop_count,repeated_action_count,repeated_chunk_count,max_consecutive_zero_equivalent_actions,max_consecutive_repeated_chunks,collapse_warning_count,automatic_failure_reason,failure_detail,manual_failure_reason,manual_failure_note,video_path,started_at,finished_at
task_00_trial_010,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,10,10,52,True,False,success,297,297,14.553507,38,304,297,37,135.65832391185197,145.11638879776,17.35695726818308,20.280017326225334,28.172006458044052,330.7561818020124,368.24079835787416,42.318972755813036,23.63006318159359,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_010.mp4,2026-07-12T17:26:19.487176+00:00,2026-07-12T17:26:34.041637+00:00
task_00_trial_011,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,11,11,53,True,False,success,378,378,18.059175,48,384,378,47,137.11909076664597,151.75259597599506,17.411948033859804,20.456231366744433,28.409981448203325,335.1841823896393,379.9192488193512,42.56307077963674,23.494545428297094,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_011.mp4,2026-07-12T17:26:34.043948+00:00,2026-07-12T17:26:52.104118+00:00
task_00_trial_012,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,12,12,54,True,False,success,282,282,14.409831,36,288,282,35,137.03730624789992,149.90305667743087,17.494124201859567,22.016432123086975,30.824900791049004,345.81887111481694,400.83839278668165,44.1470899295511,22.65154966263409,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_012.mp4,2026-07-12T17:26:52.108965+00:00,2026-07-12T17:27:06.519874+00:00
task_00_trial_013,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,13,13,55,True,False,success,297,297,15.130846,38,304,297,37,133.86147832007785,143.24879245832562,17.127057832198513,22.461669350212272,34.212617576122284,346.9030803657676,407.25726252421737,44.38490590538441,22.53018181747882,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_013.mp4,2026-07-12T17:27:06.522615+00:00,2026-07-12T17:27:21.654173+00:00
task_00_trial_014,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,14,14,56,True,False,success,263,263,13.029188,33,264,263,32,134.59531618564418,140.61025604605675,16.888385681088433,21.052951963455506,28.52584980428219,338.31724699473745,376.4805734157562,42.450453044967055,23.556874621354847,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_014.mp4,2026-07-12T17:27:21.656273+00:00,2026-07-12T17:27:34.686280+00:00
task_00_trial_015,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,15,15,57,True,False,success,265,265,13.552348,34,272,265,33,136.2567221855416,146.32474398240447,17.481994544560056,21.440691135401995,29.731985181570053,339.7145212682731,380.2677731961012,43.58601404951428,22.943139486533155,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_015.mp4,2026-07-12T17:27:34.688575+00:00,2026-07-12T17:27:48.241854+00:00
task_00_trial_016,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,16,16,58,True,False,success,313,313,15.244482,40,320,313,39,134.9987206980586,144.37616718932986,17.252232677068193,20.670950579376647,28.83475720882415,332.4357553385198,380.4779628291726,42.48380259917186,23.53838260277325,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_016.mp4,2026-07-12T17:27:48.244249+00:00,2026-07-12T17:28:03.489447+00:00
task_00_trial_017,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,17,17,59,True,False,success,265,265,12.54448,34,272,265,33,134.59285660920773,144.87595334649086,17.268517451747407,19.25970617470876,26.608844473958012,319.12497129729564,369.2966881208122,40.944335940030385,24.423402579166556,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_017.mp4,2026-07-12T17:28:03.492005+00:00,2026-07-12T17:28:16.037304+00:00
task_00_trial_018,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,18,18,60,False,True,timeout,520,,23.636254,65,520,520,64,134.53592457450353,146.82088196277618,16.81699057181294,20.676516487191503,27.968117129057628,335.1000523911073,370.05702070891857,41.88750654888841,23.87346687329942,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_018.mp4,2026-07-12T17:28:16.039415+00:00,2026-07-12T17:28:39.676585+00:00
task_00_trial_019,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,19,19,61,True,False,success,241,241,11.783608,31,248,241,30,135.7758864760399,150.05089528858662,17.46494805293459,19.683176133766214,28.715243563055992,323.7191632149681,358.4245750680566,41.640224313958555,24.015240467011175,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_019.mp4,2026-07-12T17:28:39.680386+00:00,2026-07-12T17:28:51.464767+00:00
task_00_trial_020,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,20,20,62,True,False,success,283,283,13.852891,36,288,283,35,136.9352456078761,153.55326980352402,17.419324529623818,20.011749414746838,28.1842965632677,330.11152434887157,375.4452094435692,41.992985429538436,23.813500987633674,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_020.mp4,2026-07-12T17:28:51.466929+00:00,2026-07-12T17:29:05.320663+00:00
task_00_trial_021,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,21,21,63,True,False,success,314,314,14.693118,40,320,314,39,136.56801865436137,150.3785578534007,17.397199828581066,19.70145114027201,26.795379910618063,326.6994396690279,370.8697944879532,41.617763015162794,24.028201603139152,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_021.mp4,2026-07-12T17:29:05.323813+00:00,2026-07-12T17:29:20.017810+00:00
task_00_trial_022,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,22,22,64,True,False,success,240,240,12.024271,30,240,240,29,136.0532951230804,148.10427119955418,17.00666189038505,19.807222617479663,26.223479770123955,331.15286709119874,359.69694098457694,41.39410838639984,24.1580272889403,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_022.mp4,2026-07-12T17:29:20.020246+00:00,2026-07-12T17:29:32.045360+00:00
task_00_trial_023,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,23,23,65,True,False,success,265,265,12.800189,34,272,265,33,136.3200923318372,154.42883390933272,17.490125053896094,19.752226341164338,25.717739760875702,327.371337231906,358.50755413994193,42.002360248621905,23.808185875288043,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_023.mp4,2026-07-12T17:29:32.047517+00:00,2026-07-12T17:29:44.848542+00:00
task_00_trial_024,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,24,24,66,True,False,success,255,255,12.472041,32,256,255,31,134.27610066719353,147.557217720896,16.850334201373308,20.59248276054859,29.40743062645197,333.63813254982233,377.07724114879966,41.86831467291888,23.884410151498564,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_024.mp4,2026-07-12T17:29:44.850575+00:00,2026-07-12T17:29:57.323415+00:00
task_00_trial_025,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,25,25,67,True,False,success,250,250,12.277499,32,256,250,31,133.90144106233492,145.15808587893844,17.13938445597887,20.25224167853594,28.171611577272408,327.73097028257325,367.5514368340373,41.949564196169376,23.83814991077583,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_025.mp4,2026-07-12T17:29:57.325468+00:00,2026-07-12T17:30:09.603672+00:00
task_00_trial_026,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,26,26,68,True,False,success,240,240,11.611274,30,240,240,29,135.4445310930411,153.0242665670812,16.930566386630137,19.905126560479403,27.583935204893347,330.4041314249237,372.0416131429374,41.300516428115465,24.212772296456,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_026.mp4,2026-07-12T17:30:09.605633+00:00,2026-07-12T17:30:21.217768+00:00
task_00_trial_027,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,27,27,69,True,False,success,320,320,15.314749,40,320,320,39,136.20912111364305,151.29473069682717,17.02614013920538,21.199708397034556,29.010542295873165,342.8432356566191,377.8698262758553,42.855404457077384,23.334279833983793,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_027.mp4,2026-07-12T17:30:21.219617+00:00,2026-07-12T17:30:36.535259+00:00
task_00_trial_028,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,28,28,70,True,False,success,265,265,13.528648,34,272,265,33,136.09514566247955,151.1275797151029,17.461263971789826,21.78579233586788,30.409021303057667,341.82831179350615,402.0797945559025,43.85721736218569,22.80126419653368,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_028.mp4,2026-07-12T17:30:36.537604+00:00,2026-07-12T17:30:50.067099+00:00
task_00_trial_029,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,29,29,71,True,False,success,276,276,13.335967,35,280,276,34,134.4378478292908,145.7015465945005,17.04827780443905,20.080893280227546,28.21777807548642,329.7448101320437,366.86422526836395,41.815465052976556,23.914597116953907,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_029.mp4,2026-07-12T17:30:50.095374+00:00,2026-07-12T17:31:03.432301+00:00
task_00_trial_030,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,30,30,72,True,False,success,245,245,12.517842,31,248,245,30,134.35244331917454,141.41131099313498,16.999696909773107,21.099811853194723,28.61832156777382,337.5868638676982,388.02448753267527,42.71507257101487,23.410939975285658,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_030.mp4,2026-07-12T17:31:03.434796+00:00,2026-07-12T17:31:15.953652+00:00
task_00_trial_031,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,31,31,73,True,False,success,311,311,15.285944,39,312,311,38,135.72214123530264,145.17326038330793,17.01981835426625,21.5249011275086,29.11084145307541,344.1574255911968,390.4642889276147,43.158005138445894,23.17067243474566,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_031.mp4,2026-07-12T17:31:15.955898+00:00,2026-07-12T17:31:31.242644+00:00
task_00_trial_032,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,32,32,74,True,False,success,259,259,12.873246,33,264,259,32,135.16173596409234,141.53877533972263,17.221379485772385,20.809052389791113,28.24639156460762,333.99138791543066,373.2696361839771,42.55488726335603,23.499063546129964,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_032.mp4,2026-07-12T17:31:31.244726+00:00,2026-07-12T17:31:44.118787+00:00
task_00_trial_033,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,33,33,75,True,False,success,227,227,11.488574,29,232,227,28,137.6539974890906,147.51065745949745,17.58575298318779,20.789228404342865,28.385625407099717,336.9152448942949,375.2111706882715,43.04203569134164,23.23310187211151,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_033.mp4,2026-07-12T17:31:44.120754+00:00,2026-07-12T17:31:55.610185+00:00
task_00_trial_034,df_05_02_lora_oft_libero10_seed42_best_step100000,DF-04-03 LoRA+OFT Batch12,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,34,34,76,True,False,success,274,274,13.892914,35,280,274,34,134.3253984515156,143.35581939667463,17.15835381679944,22.12184060528113,31.547159422188987,344.5393694298608,409.0340159833431,44.01050339432528,22.721848715071502,15.181959629058838,15.388671875,0,0,0,0,0,0,0,0,,,,,/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_00_trial_034.mp4,2026-07-12T17:31:55.612542+00:00,2026-07-12T17:32:09.506295+00:00
