rollout_id,model_variant,task_name,trial_index,automatic_failure_reason,failure_detail,manual_failure_reason,manual_failure_note,episode_steps,zero_equivalent_arm_action_count,zero_equivalent_full_noop_count,repeated_action_count,repeated_chunk_count,last_action,video_path,timestamp
task_05_trial_014,DF-04-03 LoRA+OFT Batch12,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,14,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[-0.00733270263299346, 0.07732740044593811, -0.07081472873687744, 0.011943713761866093, -0.00450439378619194, 0.015662265941500664, 1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_05_trial_014.mp4,2026-07-12T18:17:32.560130+00:00
task_05_trial_028,DF-04-03 LoRA+OFT Batch12,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,28,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[-0.036959823220968246, 0.03913470730185509, -0.12885916233062744, -0.0009981817565858364, 0.0014883866533637047, 0.01026089210063219, 1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_05_trial_028.mp4,2026-07-12T18:19:49.867786+00:00
task_05_trial_035,DF-04-03 LoRA+OFT Batch12,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,35,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.03222821652889252, 0.050082288682460785, 0.05874873697757721, 0.017072759568691254, 0.0027779724914580584, 0.01393529586493969, 1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_05_trial_035.mp4,2026-07-12T18:20:59.752913+00:00
task_05_trial_036,DF-04-03 LoRA+OFT Batch12,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,36,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[-0.004544267896562815, 0.04800175130367279, -0.06749790906906128, 0.0056815058924257755, 0.0019814635161310434, 0.007027416955679655, 1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_05_trial_036.mp4,2026-07-12T18:21:19.701007+00:00
task_06_trial_004,DF-04-03 LoRA+OFT Batch12,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,4,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.04983020946383476, 0.03400767222046852, 0.06082175299525261, 0.022514915093779564, 0.006333815399557352, 0.015662265941500664, 1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_06_trial_004.mp4,2026-07-12T18:24:22.923120+00:00
task_06_trial_009,DF-04-03 LoRA+OFT Batch12,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,9,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.013580557890236378, -0.13528355956077576, -0.22504708170890808, 0.022291265428066254, -0.00014255997666623443, -0.04985235258936882, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_06_trial_009.mp4,2026-07-12T18:25:28.455584+00:00
task_06_trial_011,DF-04-03 LoRA+OFT Batch12,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,11,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.011489232070744038, 0.02184644341468811, 0.01625191979110241, 0.008126748725771904, 0.02166661061346531, -0.018105505034327507, 1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_06_trial_011.mp4,2026-07-12T18:26:01.290849+00:00
task_06_trial_012,DF-04-03 LoRA+OFT Batch12,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,12,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.0020782644860446453, -0.001138525316491723, -0.009453472681343555, 0.00150670122820884, 0.0005401618545874953, -0.020751075819134712, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_06_trial_012.mp4,2026-07-12T18:26:22.677915+00:00
task_06_trial_027,DF-04-03 LoRA+OFT Batch12,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.03972213342785835, 0.01689278520643711, 0.06704080104827881, 0.015015177428722382, 0.004617528524249792, 0.00011953806097153574, 1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_06_trial_027.mp4,2026-07-12T18:29:25.391148+00:00
task_06_trial_038,DF-04-03 LoRA+OFT Batch12,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.057541973888874054, 0.01421781163662672, 0.07481461018323898, 0.008663509972393513, 0.0036313747987151146, -0.03486078605055809, 1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_06_trial_038.mp4,2026-07-12T18:31:46.980197+00:00
task_08_trial_008,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[-0.006635594181716442, 0.3529488742351532, -0.03847568854689598, 0.0034151833970099688, 0.0008815227774903178, 0.011583677493035793, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_08_trial_008.mp4,2026-07-12T18:45:00.146352+00:00
task_08_trial_012,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,12,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[-0.03417138755321503, 0.08703657239675522, -0.16368582844734192, 0.0011488607851788402, -0.0037078852765262127, 0.0002665142237674445, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_08_trial_012.mp4,2026-07-12T18:46:13.659893+00:00
task_08_trial_014,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,14,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[-0.24260687828063965, 0.45915529131889343, -0.16866105794906616, -0.005411547143012285, -0.05411551520228386, -0.046324923634529114, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_08_trial_014.mp4,2026-07-12T18:46:47.231989+00:00
task_08_trial_019,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,19,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[-0.08296899497509003, 0.09496241807937622, -0.13880963623523712, -0.009944192133843899, -0.01906912587583065, 0.018160860985517502, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_08_trial_019.mp4,2026-07-12T18:48:11.279222+00:00
task_08_trial_024,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,24,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.010095014236867428, 0.028286196291446686, 0.2160906195640564, 0.003057342953979969, 0.00572221027687192, 0.0034999893978238106, 1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_08_trial_024.mp4,2026-07-12T18:49:30.185698+00:00
task_08_trial_029,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,29,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.00277537340298295, 0.5130510926246643, 0.2326747328042984, -0.02473492920398712, -0.03742675855755806, -0.004730674903839827, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_08_trial_029.mp4,2026-07-12T18:50:53.849559+00:00
task_08_trial_033,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,33,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.021248754113912582, 0.06682565063238144, 0.03905509039759636, 0.001625981298275292, 0.0005780908395536244, 0.0057046315632760525, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_08_trial_033.mp4,2026-07-12T18:51:58.540580+00:00
task_08_trial_034,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,34,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[0.15544217824935913, 0.4464739263057709, 0.1373160183429718, 0.011585872620344162, -0.03044782392680645, 0.012171582318842411, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_08_trial_034.mp4,2026-07-12T18:52:17.706531+00:00
task_08_trial_035,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,35,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[-0.08784875273704529, 0.2300981879234314, -0.02603759802877903, 0.00043317992822267115, -0.007235281635075808, -0.07983548939228058, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_08_trial_035.mp4,2026-07-12T18:52:37.484860+00:00
task_09_trial_037,DF-04-03 LoRA+OFT Batch12,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,37,timeout,"collapse_diagnostics={""zero_equivalent_arm_action_count"":0,""zero_equivalent_full_noop_count"":0,""repeated_action_count"":0,""repeated_chunk_count"":0,""max_consecutive_zero_equivalent_actions"":0,""max_consecutive_repeated_chunks"":0}",,,520,0,0,0,0,"[-0.025108974426984787, -0.03264378383755684, 0.01044747605919838, 0.013434715569019318, 0.0028159013018012047, -0.02045712247490883, -1.0]",/root/autodl-tmp/openvla_efficiency_project/scripts/Simulation/DF-05-02 Lora+OFT/output/videos/task_09_trial_037.mp4,2026-07-12T19:03:25.888413+00:00
